sl_no,dist_name,samiti_name,gp,reservation,name,sex_manual,category,gp_new,dist_name_new,samiti_name_new
6174,JHUNJHUNU,CHIRAWA,KITHANA,SC (Woman),MAMTA,F,SC (Woman),kithana,JHUNJHUNU,CHIRAWA
7680,NAGAUR,KHINW ASAR,PANCHALA SIDDHA,SC (Woman),MAMTA,F,SC (Woman),panchala siddha,NAGAUR,KHINW ASAR
8631,SIKAR,DANT ARAMGARH,MUDNI,SC (Woman),MAMTA,F,SC (Woman),mudni,SIKAR,DANTA RAMGARH
5790,JALORE,SANCHORE,SEDIYA,ST (Woman),MAMTA,F,ST,sediya,JALORE,SANCHORE
917,BANSW ARA,GADHI,P ALODA,ST (Woman),MAMTA,F,ST (Woman),paloda,BANSWARA,GARHI
1380,BARMER,BALOTRA,BHIMARLAI,ST (Woman),MAMTA,F,ST (Woman),bhimarlai,BARMER,BALOTRA
1779,BARMER,SAMDADI,KHEJADIYALI,ST (Woman),MAMTA,F,ST (Woman),khejadiyali,BARMER,SAMDADI
8938,SIROHI,ABU ROAD,JAYADARA,ST (Woman),MAMTA,F,ST (Woman),jayadara,SIROHI,ABUROAD
9647,UDAIPUR,SALUMBER,ADKALIYA,ST (Woman),MAMTA,F,ST (Woman),adkaliya,UDAIPUR,SALUMBAR
6060,JHALAWAR,AKALERA,GAHUKHEDI,General (Woman),MAMTA BAI,F,OBC (Woman),gahukhedi,JHALAWAR,AKALERA
3052,BUNDI,T ALERA,LAKSHMIPURA,General (Woman),MAMTA BAI,F,SC (Woman),lakshmipura,BUNDI,TALERA
3442,CHURU,RAJGARH,GUGLVA,SC (Woman),MAMTA BAI,F,SC (Woman),guglva,CHURU,RAJGARH
5864,JHALAWAR,DUG,DUDHALIYA,SC (Woman),MAMTA BAI,F,SC (Woman),dudhaliya,JHALAWAR,DAG
6072,JHALAWAR,AKALERA,KHARPA,ST (Woman),MAMTA BAI,F,ST,kharpa,JHALAWAR,AKALERA
5902,JHALAWAR,JHALRAP A T AN,KHANPURIYA,ST (Woman),MAMTA BAI BHEEL,F,ST (Woman),khanpuriya,JHALAWAR,JHALRAPATAN
1119,BANSW ARA,TALWADA,LODHA,ST (Woman),MAMTA BAMNIYA,F,ST (Woman),lodha,BANSWARA,TALWADA
8532,S. MADHOPUR,KHANDAR,KHIDPUR JADONE,SC (Woman),MAMTA BIARWA,F,SC (Woman),khidpur jadone,SAWAIMADHOPUR,KHANDAR
5342,JAIPUR,VIRA TNAGAR,CHHITOLI,General (Woman),MAMTA DEVI,F,OBC,chhitoli,JAIPUR,VIRATNAGAR
8730,SIKAR,KHANDELA,KOTDI LUHARWAS,General (Woman),MAMTA DEVI,F,OBC (Woman),kotdi luharwas,SIKAR,KHANDELA
8774,SIKAR,LAXMANGARH,KUMAS JATAN,General (Woman),MAMTA DEVI,F,OBC (Woman),kumas jatan,SIKAR,LAXMANGARH
8790,SIKAR,NEEMKA THANA,BANSDI KHURD,General (Woman),MAMTA DEVI,F,OBC (Woman),bansdi khurd,SIKAR,NEEM KA THANA
2089,BHARA TPUR,ROOPWAS,MILSW A,OBC,MAMTA DEVI,F,OBC (Woman),milswa,BHARATPUR,RUPBAS
7842,P ALI,P ALI,BADHERAWAS,OBC,MAMTA DEVI,F,OBC (Woman),badherawas,PALI,PALI
5793,JALORE,SAYLA,AANVLOJ,OBC (Woman),MAMTA DEVI,F,OBC (Woman),aanvloj,JALORE,SAYLA
6234,JHUNJHUNU,KHETRI,GOTHRA,OBC (Woman),MAMTA DEVI,F,OBC (Woman),gothra,JHUNJHUNU,KHETRI
6658,JODHPUR,SHERGARH,DEVRAJGARH,OBC (Woman),MAMTA DEVI,F,OBC (Woman),devrajgarh,JODHPUR,SHERGARH
782,ALWAR,UMRAIN,SAVADI,SC,MAMTA DEVI,F,SC,savadi,ALWAR,UMREN
3671,DAUSA,DAUSA,MAHESHWAR KHURD,SC (Woman),MAMTA DEVI,F,SC (Woman),maheshwar khurd,DAUSA,DAUSA
3725,DAUSA,LALSOT,SURA TPURA,SC (Woman),MAMTA DEVI,F,SC (Woman),sura tpura,DAUSA,LALSOT
3780,DAUSA,SIKRAI,DHENDA BASEDI,SC (Woman),MAMTA DEVI,F,SC (Woman),dhenda basedi,DAUSA,SIKRAI
4882,ANUMANGAR,H TIBBI,SALEMGARH MASANI,SC (Woman),MAMTA DEVI,F,SC (Woman),salemgarh masani,HANUMANGARH,TIBI
4985,JAIPUR,CHAKSU,THIKARIYA GUJRAN,SC (Woman),MAMTA DEVI,F,SC (Woman),thikariya gujran,JAIPUR,CHAKSU
9276,TONK,TONK,PASROTIYA,SC (Woman),MAMTA DEVI,F,SC (Woman),pasrotiya,TONK,TONK
5135,JAIPUR,JAMW ARAMGARH,TODAMEENA,General (Woman),MAMTA DEVI,F,ST (Woman),todameena,JAIPUR,JAMWA RAMGARH
8481,S. MADHOPUR,GANGAPURCITY,MEDI,General (Woman),MAMTA DEVI,F,ST (Woman),medi,SAWAIMADHOPUR,GANGAPUR
3715,DAUSA,LALSOT,PATTI KISHORPURA,ST (Woman),MAMTA DEVI,F,ST (Woman),patti kishorpura,DAUSA,LALSOT
9489,UDAIPUR,KHERW ADA,ASARIW ADA,ST (Woman),MAMTA DEVI,F,ST (Woman),asariwada,UDAIPUR,KHERWARA
8911,SIKAR,PATAN,DARIBA,OBC (Woman),MAMTA DEVI GURJAR,F,OBC (Woman),dariba,SIKAR,PATAN
2408,BHILWARA,MANDAL,NARELI,General (Woman),MAMTA DEVI RAWAT,F,OBC (Woman),nareli,BHILWARA,MANDAL
8268,RAJSAMAND,KHAMNOR,KHAMNOR,General (Woman),MAMTA DEVI VEERWAL,F,SC (Woman),khamnor,RAJSAMAND,KHAMNOR
7166,KOT A,SANGOD,BASYAHEDI,General (Woman),MAMTA GOCHAR,F,OBC (Woman),basyahedi,KOTA,SANGOD
5279,JAIPUR,SAMBHARLAKE,KARANSAR,General (Woman),MAMTA GUPTA,F,General (Woman),karansar,JAIPUR,SAMBHARLAKE
3160,CHITTORGARH,BHAINSRORGARH,RENKHEDA,General (Woman),MAMTA GURJAR,F,OBC,renkheda,CHITTORGARH,BHAINSRORGARH
1163,BARAN,ANT A,SISW ALI,General (Woman),MAMTA JAIN,F,General (Woman),siswali,BARAN,ANTAH
2036,BHARA TPUR,NAGAR,JALUKI,General (Woman),MAMTA JAYASVAL,F,General (Woman),jaluki,BHARATPUR,NAGAR
2833,BIKANER,NOKHA,NOKHA GAON,General (Woman),MAMTA KANWAR,F,General (Woman),nokha gaon,BIKANER,NOKHA
5220,JAIPUR,PHAGI,ROTWADA,General (Woman),MAMTA KANWAR,F,General (Woman),rotwada,JAIPUR,PHAGI
7115,KOT A,KHERABAD,GOYANDA,General (Woman),MAMTA KANWAR,F,General (Woman),goyanda,KOTA,KHAIRABAD
3115,CHITTORGARH,BEGUN,THUKARAI,SC (Woman),MAMTA KHATEEK,F,SC (Woman),thukarai,CHITTORGARH,BEGUN
1201,BARAN,ATARU,SHERGARH,General (Woman),MAMTA KUMARI,F,OBC (Woman),shergarh,BARAN,ATRU
3628,DAUSA,BANDIKUI,HINGOT A,OBC (Woman),MAMTA KUMARI,F,OBC (Woman),hingot a,DAUSA,BANDIKUI
8962,SIROHI,PINDW ARA,AMALI,SC (Woman),MAMTA KUMARI,F,SC,amali,SIROHI,PINDWARA
5572,JALORE,AHORE,CHANDRAI,SC (Woman),MAMTA KUMARI,F,SC (Woman),chandrai,JALORE,AHORE
5563,JALORE,AHORE,BALA,SC,MAMTA KUMARI,M,SC (Woman),bala,JALORE,AHORE
1141,BARAN,ANT A,BIJORA,SC (Woman),MAMTA KUMARI MEROTHA,F,SC (Woman),bijora,BARAN,ANTAH
2388,BHILWARA,MANDAL,CHAWANDIYA,General (Woman),MAMTA KUMAWAT,F,OBC (Woman),chawandiya,BHILWARA,MANDAL
5212,JAIPUR,PHAGI,NAREDA,General (Woman),MAMTA KUMAWAT,F,OBC (Woman),nareda,JAIPUR,PHAGI
3116,CHITTORGARH,BHADESAR,AAKOLA KALAN,General (Woman),MAMTA KUNWAR,F,General (Woman),aakola kalan,CHITTORGARH,BHADESAR
9375,UDAIPUR,BHINDER,MAJAWARA,General (Woman),MAMTA KUNWAR,F,General (Woman),majawara,UDAIPUR,BHINDAR
9852,UDAIPUR,KURABAD,KOT,General (Woman),MAMTA KUWAR,F,General (Woman),kot,UDAIPUR,KURABAD
3806,DAUSA,SIKRAI,PILODI,General (Woman),MAMTA MEENA,F,ST,pilodi,DAUSA,SIKRAI
6890,KARAULI,HINDAUN,PHULAWADA,General (Woman),MAMTA MEENA,F,ST,phulawada,KARAULI,HINDAUN
2926,BUNDI,HINDOLI,DHOV ADA,General (Woman),MAMTA MEENA,F,ST (Woman),dhov ada,BUNDI,HINDOLI
5364,JAIPUR,PAWATA,BUCHARA,General (Woman),MAMTA MEENA,F,ST (Woman),buchara,JAIPUR,PAWATA
1311,BARAN,KISHANGANJ,RAMGARH,ST (Woman),MAMTA MEENA,F,ST (Woman),ramgarh,BARAN,KISHANGANJ
3836,DAUSA,LAWAN,SHYAMLAWAS,ST (Woman),MAMTA MEENA,F,ST (Woman),shyamlawas,DAUSA,LAWAN
5406,JAIPUR,JALSU,MAHESHWAS KALA,ST (Woman),MAMTA MEENA,F,ST (Woman),maheshwas kala,JAIPUR,JALSU
8387,S. MADHOPUR,BAMANW AS,AMAVARA,ST (Woman),MAMTA MEENA,F,ST (Woman),amavara,SAWAIMADHOPUR,BAMANWAS
9200,TONK,NIW AI,SIDDA,ST (Woman),MAMTA MEENA,F,ST (Woman),sidda,TONK,NIWAI
9528,UDAIPUR,KHERW ADA,KARNAUVA,ST (Woman),MAMTA MEENA,F,ST (Woman),karnauva,UDAIPUR,KHERWARA
8567,S. MADHOPUR,CHOUTH KA BARWADA,BALARIA,General (Woman),MAMTA MINA,F,ST,balaria,SAWAIMADHOPUR,CHOUTH KA BARWADA
4284,DUNGARPUR,DOVADA,HA THAI,ST (Woman),MAMTA NANOMA,F,ST (Woman),ha thai,DUNGARPUR,DOVADA
3891,DHOLPUR,BASERI,HERJUPURA,OBC (Woman),MAMTA PARMAR,F,OBC (Woman),herjupura,DHOLPUR,BASERI
4536,GANGANAGAR,SRI GANGANAGAR,DOLATPURA,General (Woman),MAMTA RANI,F,OBC,dolatpura,GANGANAGAR,GANGANAGAR
5201,JAIPUR,PHAGI,JHADDLA,General (Woman),MAMTA SAINI,F,OBC (Woman),jhaddla,JAIPUR,PHAGI
5393,JAIPUR,JALSU,BHURTHAL,General (Woman),MAMTA SAINI,F,OBC (Woman),bhurthal,JAIPUR,JALSU
2412,BHILWARA,MANDAL,SANTOKPURA,SC (Woman),MAMTA SALAVI,F,SC (Woman),santokpura,BHILWARA,MANDAL
5067,JAIPUR,GOVINDGARH,JATAWALI,General (Woman),MAMTA SHARMA,F,General (Woman),jatawali,JAIPUR,GOVINDGARH
9195,TONK,NIW AI,PALAI,General (Woman),MAMTA SHARMA,F,General (Woman),palai,TONK,NIWAI
5379,JAIPUR,PAWATA,KHELNA,SC (Woman),MAMTA VERMA,F,SC (Woman),khelna,JAIPUR,PAWATA
9758,UDAIPUR,SAYARA,SINGHARA,General (Woman),MAN KUNWAR,F,General (Woman),singhara,UDAIPUR,SAYARA
6938,KARAULI,KAURALI,RODKALA,SC,MAN SINGH JATAV,M,SC,rodkala,KARAULI,KARAULI
3458,CHURU,RATANGARH,LACHDSAR,OBC (Woman),MANA DEVI,F,OBC (Woman),lachdsar,CHURU,RATANGARH
1693,BARMER,DHANAU,BACHHDAU,General,MANA RAM,M,General,bachhdau,BARMER,DHANAU
627,ALWAR,RAMGARH,CASEROLI,OBC,MANA RAM,M,OBC,caseroli,ALWAR,RAMGARH
6643,JODHPUR,PHALODI,UGRAS,ST,MANA RAM,M,ST,ugras,JODHPUR,PHALODI
8937,SIROHI,ABU ROAD,JAMBUDI,ST,MANA RAM,M,ST,jambudi,SIROHI,ABUROAD
7991,P ALI,SUMERPUR,BALUPURA,General (Woman),MANAK KANWAR,F,General (Woman),balupura,PALI,SUMERPUR
6622,JODHPUR,OSIYAN,RAMNAGAR,ST,MANAK RAM,M,ST,ramnagar,JODHPUR,OSIAN
1673,BARMER,KALYANPUR,GANGAWAS,General,MANAKRAM,M,OBC,gangawas,BARMER,KALYANPUR
9264,TONK,TONK,KA THMANA,ST (Woman),MANBHAR / MANFAR,F,ST (Woman),kathmana,TONK,TONK
7175,KOT A,SANGOD,JALIMPURA,OBC (Woman),MANBHAR BAI,F,OBC (Woman),jalimpura,KOTA,SANGOD
2532,BHILWARA,SHAHPURA,SANGARI,SC (Woman),MANBHAR BAIRWA,F,SC (Woman),sangari,BHILWARA,SHAHPURA
5229,JAIPUR,SAHAPURA,DEVAN,General (Woman),MANBHARI DEVI,F,OBC (Woman),devan,JAIPUR,SAHAPURA
8839,SIKAR,PIPRALI,GOKULPURA,General (Woman),MANBHARI DEVI,F,OBC (Woman),gokulpura,SIKAR,PIPRALI
7234,NAGAUR,DEEDW ANA,BARANGANA,General,MANDEJ SINGH,M,General,barangana,NAGAUR,DIDWANA
1714,BARMER,DHANAU,NAVATALA RATHODAN,General (Woman),MANDU KUMARI,F,General (Woman),navatala rathodan,BARMER,DHANAU
6266,JHUNJHUNU,NAWALGARH,BASAWA,SC,MANESH,M,SC,basawa,JHUNJHUNU,NAWALGARH
6770,JODHPUR,BAPINI,RAYMALWADA,General,MANGA RAM,M,OBC,raymalwada,JODHPUR,BAPINI
4053,DUNGARPUR,BICHIW ARA,MEWADA,ST,MANGAL CHAND,M,ST,mewada,DUNGARPUR,BICHHIWARA
5245,JAIPUR,SAHAPURA,NATHAWALA,OBC,MANGAL CHAND SHERAWAT,M,OBC,nathawala,JAIPUR,SAHAPURA
5763,JALORE,SANCHORE,BIJROL KHEDA,General,MANGAL SINGH,M,General,bijrol kheda,JALORE,SANCHORE
475,ALWAR,LAXMANGARH,NASW ARI,General (Woman),MANGAL SINGH,F,General (Woman),naswari,ALWAR,LAXMANGARH
4702,ANUMANGAR,H HANUMANGARH,KOHL A,OBC,MANGAL SINGH,M,OBC,kohl a,HANUMANGARH,HANUMANGARH
1343,BARAN,SHAHBAD,RAJPUR,SC,MANGAL SINGH,M,SC,rajpur,BARAN,SHAHBAD
6061,JHALAWAR,AKALERA,GHATOLI,General,MANGAL SINGH TANWAR,M,OBC,ghatoli,JHALAWAR,AKALERA
4915,JAIPUR,BASSI,BASKHO,ST,MANGALA RAM MEENA,M,ST,baskho,JAIPUR,BASSI
8755,SIKAR,LAXMANGARH,BHILUNDA,SC,MANGALCHAND,M,SC,bhilunda,SIKAR,LAXMANGARH
8861,SIKAR,PIPRALI,SHYAMGARH,General,MANGALCHAND URF MANGLARAM,M,OBC,shyamgarh,SIKAR,PIPRALI
4623,GANGANAGAR,SHRI VIJAYNAGAR,42 GB,SC,MANGAT RAM,M,SC,42 gb,GANGANAGAR,SHRI VIJAYNAGAR
1679,BARMER,KALYANPUR,MANDLI,OBC (Woman),MANGI,F,OBC (Woman),mandli,BARMER,KALYANPUR
7176,KOT A,SANGOD,JHALRI,SC (Woman),MANGI BAI,F,SC (Woman),jhalri,KOTA,SANGOD
9420,UDAIPUR,GIRWA,TIT ARDI,ST (Woman),MANGI BAI,F,ST (Woman),titardi,UDAIPUR,GIRWA
3226,CHITTORGARH,DOONGL A,BADWAI,OBC (Woman),MANGI DEVI,F,OBC (Woman),badwai,CHITTORGARH,DUNGLA
6462,JODHPUR,BAWARI,DHANARI KHURD,OBC (Woman),MANGI DEVI,F,OBC (Woman),dhanari khurd,JODHPUR,BAWARI
7440,NAGAUR,MAKRANA,SARNAVADA,SC (Woman),MANGI KANWAR,F,SC (Woman),sarnavada,NAGAUR,MAKRANA
7228,KOT A,SULTANPUR,SULTANUR,General,MANGI LAL,M,General,sultanur,KOTA,SULTANPUR
2736,BIKANER,KOLAYAT,GODU,General,MANGI LAL,M,OBC,godu,BIKANER,KOLAYAT
8012,P ALI,SUMERPUR,NOVI,General,MANGI LAL,M,OBC,novi,PALI,SUMERPUR
9359,UDAIPUR,BHINDER,DHAMANIYA,General,MANGI LAL,M,OBC,dhamaniya,UDAIPUR,BHINDAR
2711,BIKANER,KHAJUW ALA,40 KYD,SC,MANGI LAL,M,SC,40 kyd,BIKANER,KHAJUWALA
2946,BUNDI,HINDOLI,SATHOOR,SC,MANGI LAL,M,SC,sathoor,BUNDI,HINDOLI
5991,JHALAWAR,PIDAWA,GADIYA,SC,MANGI LAL,M,SC,gadiya,JHALAWAR,PIRAWA
7812,P ALI,MARWAR JUN,GUDA KESARSINGH,SC,MANGI LAL,M,SC,guda kesarsingh,PALI,MARWAR JUN
8302,RAJSAMAND,KUMBHALGARH,GAWAR,SC,MANGI LAL,M,SC,gawar,RAJSAMAND,KUMBHALGARH
2170,BHARA TPUR,VAIR,NAROLI,ST,MANGI LAL,M,ST,naroli,BHARATPUR,WEIR
4293,DUNGARPUR,DOVADA,RAGELA,ST,MANGI LAL,M,ST,ragela,DUNGARPUR,DOVADA
8161,PRA T APGARH,PRA T APGARH,JOLAR,ST,MANGI LAL,M,ST,jolar,PRATAPGARH,PRATAPGARH
4960,JAIPUR,CHAKSU,CHHANDEL KALAN,General,MANGI LAL BAIRWA,M,SC,chhandel kalan,JAIPUR,CHAKSU
9617,UDAIPUR,MAWALI,KHEMLI,General,MANGI LAL DANGI,M,OBC,khemli,UDAIPUR,MAVLI
2229,BHILWARA,ASIND,DANTRA,General,MANGI LAL GURJAR,M,OBC,dantra,BHILWARA,ASIND
5847,JHALAWAR,BAKANI,MODI,General,MANGI LAL GURJAR,M,OBC,modi,JHALAWAR,BAKANI
2312,BHILWARA,JAHAZPUR,BAVDI,General,MANGI LAL JAIN,M,General,bavdi,BHILWARA,JAHAZPUR
2544,BHILWARA,SUWANA,DEVLI,General,MANGI LAL JAT,M,OBC,devli,BHILWARA,SUWANA
9350,UDAIPUR,BHINDER,BALA THAL,SC,MANGI LAL MEGHWAL,M,SC,bala thal,UDAIPUR,BHINDAR
8267,RAJSAMAND,KHAMNOR,KESULI,OBC,MANGI LAL SUTHAR,M,OBC,kesuli,RAJSAMAND,KHAMNOR
5729,JALORE,RANIW ARA,DAIPUR,OBC,MANGI RAM,M,OBC,daipur,JALORE,RANIWARA
4626,GANGANAGAR,SHRI VIJAYNAGAR,50 GB,SC,MANGI RAM,M,SC,50 gb,GANGANAGAR,SHRI VIJAYNAGAR
6749,JODHPUR,TINW ARI,MANDIYAI KHURD,OBC (Woman),MANGIDEVI,F,OBC (Woman),mandiyai khurd,JODHPUR,TINW ARI
3945,DHOLPUR,DHOLPUR,FIROJPUR,SC,MANGILAL,M,SC,firojpur,DHOLPUR,DHOLPUR
7136,KOT A,KHERABAD,SALEDAKHURD,SC,MANGILAL,M,SC,saledakhurd,KOTA,KHAIRABAD
7919,P ALI,RANI,MANDAL,SC,MANGILAL,M,SC,mandal,PALI,RANI
9337,UDAIPUR,BADGAON,RAMA,SC,MANGILAL,M,SC,rama,UDAIPUR,BARGAON
2887,BUNDI,BUNDI,DHANA T ARI,ST,MANGILAL,M,ST,dhana t ari,BUNDI,BUNDI
8116,PRA T APGARH,PIP ALKHUNT,JAMALI,ST,MANGILAL,M,ST,jamali,PRATAPGARH,PEEPALKHOONT
9699,UDAIPUR,SARADA,SEMMAL,ST,MANGILAL,M,ST,semmal,UDAIPUR,SARADA
9645,UDAIPUR,MAWALI,DHUNIMA T A,ST,MANGILAL BHIL,M,ST,dhunimata,UDAIPUR,MAVLI
5108,JAIPUR,JAMW ARAMGARH,INDERGARH,ST,MANGILAL MEENA,M,ST,indergarh,JAIPUR,JAMWA RAMGARH
3131,CHITTORGARH,BHADESAR,LESW A,General,MANGILAL SUKHWAL,M,General,lesw a,CHITTORGARH,BHADESAR
1554,BARMER,SINDHARI,NEHRO KI DHANI,General,MANGLA RAM,M,OBC,nehro ki dhani,BARMER,SINDHARI
2720,BIKANER,KOLAYAT,BAJJU,OBC,MANGLA RAM,M,OBC,bajju,BIKANER,KOLAYAT
141,AJMER,KISHANGARH,TILONIYA,General,MANGLA RAM JAT,M,OBC,tiloniya,AJMER,KISHANGARH
1723,BARMER,SEDHAWA,BABRW ALA,SC,MANGLARAM,M,SC,babrwala,BARMER,SEDHAWA
8886,SIKAR,SRIMADHOPUR,JUGRAJPURA,OBC (Woman),MANGLI GUJAR,F,OBC (Woman),jugrajpura,SIKAR,SRIMADHOPUR
1874,BHARA TPUR,BAYANA,PURAWAIKHEDA,SC,MANGTI RAM,M,SC,purawaikheda,BHARATPUR,BAYANA
1978,BHARA TPUR,KUMHER,SENT,SC,MANGU,M,SC,sent,BHARATPUR,KUMHER
8285,RAJSAMAND,KHAMNOR,SEMAL,General,MANGU SINGH,M,OBC,semal,RAJSAMAND,KHAMNOR
8170,PRA T APGARH,PRA T APGARH,MADHURATALAB,ST,MANGUDI BAI MEENA,M,ST,madhuratalab,PRATAPGARH,PRATAPGARH
985,BANSW ARA,GHATOL,SENAVASA,ST (Woman),MANI,F,ST (Woman),senavasa,BANSWARA,GHATOL
866,BANSW ARA,BANSW ARA,SAMRIY A,ST,MANI,M,ST (Woman),samriya,BANSWARA,BANSWARA
811,BANSW ARA,ANADPURI,DHODHIYA,ST (Woman),MANI DEVI,F,ST (Woman),dhodhiya,BANSWARA,ANANDPURI
914,BANSW ARA,GADHI,MADELVA,ST (Woman),MANI DEVI,F,ST (Woman),madelva,BANSWARA,GARHI
953,BANSW ARA,GHATOL,CHIRAVALA GADHA,ST (Woman),MANI DEVI,F,ST (Woman),chiravala gadha,BANSWARA,GHATOL
4213,DUNGARPUR,GALIYA KOT,GADAJASRAJPUR,ST,MANILAL DENDOR,M,ST,gadajasrajpur,DUNGARPUR,GALIYA KOT
2404,BHILWARA,MANDAL,LUHARIYA,General,MANIRAJ SINGH,M,General,luhariya,BHILWARA,MANDAL
4737,ANUMANGAR,H NOHAR,GUDIYA,General,MANIRAM,M,OBC,gudiya,HANUMANGARH,NOHAR
6170,JHUNJHUNU,CHIRAWA,GOWLA,General,MANIRAM,M,OBC,gowla,JHUNJHUNU,CHIRAWA
2835,BIKANER,NOKHA,RODA,OBC,MANIRAM,M,OBC,roda,BIKANER,NOKHA
1345,BARAN,SHAHBAD,SAMRANIYA,ST,MANISH,M,ST,samraniya,BARAN,SHAHBAD
6539,JODHPUR,LUNI,LUNI,OBC,MANISH BHATI,M,OBC,luni,JODHPUR,LUNI
7290,NAGAUR,DEGANA,NIMBDIKALAN,General,MANISH CHOUDHARY,M,OBC (Woman),nimbdikalan,NAGAUR,DEGANA
9757,UDAIPUR,SAYARA,SEMAD,General,MANISH KUMAR,M,General,semad,UDAIPUR,SAYARA
6356,JHUNJHUNU,UDAIPURWATI,GUDA,General (Woman),MANISH URF MUKESH KANW AR,F,General,guda,JHUNJHUNU,UDAIPURWATI
590,ALWAR,RAJGARH,ALALI,ST,MANISH URF MUKESH KANW AR,M,ST,alali,ALWAR,RAJGARH
28,AJMER,BHINAY,DEVLIYAKALAN,General,MANISHA,F,General,devliyakalan,AJMER,BHINAY
3026,BUNDI,NAINW A,SADEDA,General (Woman),MANISHA,F,General (Woman),sadeda,BUNDI,NAINWA
2945,BUNDI,HINDOLI,SANWATGARH,General (Woman),MANISHA,F,OBC (Woman),sanwatgarh,BUNDI,HINDOLI
6109,JHUNJHUNU,ALSISAR,NIRADHANU,General (Woman),MANISHA,F,OBC (Woman),niradhanu,JHUNJHUNU,ALSISAR
6868,KARAULI,HINDAUN,JAGAR,General (Woman),MANISHA,F,OBC (Woman),jagar,KARAULI,HINDAUN
7497,NAGAUR,MUNDW A,KHARNAL,SC (Woman),MANISHA,F,SC (Woman),kharnal,NAGAUR,MUNDAWA
8964,SIROHI,PINDW ARA,BHARJA,ST (Woman),MANISHA,F,ST,bharja,SIROHI,PINDWARA
570,ALWAR,RAINI,BILET A,ST (Woman),MANISHA,F,ST (Woman),bileta,ALWAR,RAINI
1002,BANSW ARA,KUSHALGARH,KAKANVANI,ST (Woman),MANISHA,F,ST (Woman),kakanvani,BANSWARA,KUSHALGARH
1111,BANSW ARA,TALWADA,CHIDIYAVASA,ST (Woman),MANISHA,F,ST (Woman),chidiyavasa,BANSWARA,TALWADA
7208,KOT A,SULTANPUR,DUNGARJYA,ST (Woman),MANISHA,F,ST (Woman),dungarjya,KOTA,SULTANPUR
9809,UDAIPUR,JHALLARA,MORIL A,ST (Woman),MANISHA,F,ST (Woman),morila,UDAIPUR,JHALLARA
915,BANSW ARA,GADHI,METWALA,ST (Woman),MANISHA AHARI,F,ST (Woman),metwala,BANSWARA,GARHI
7546,NAGAUR,PARBATSAR,BAREV,General,MANISHA BAJIYA,F,OBC (Woman),barev,NAGAUR,PARBATSAR
9082,SIROHI,SIROHI,RAMPURA,General (Woman),MANISHA BANSAL,F,General (Woman),rampura,SIROHI,SIROHI
9533,UDAIPUR,KHERW ADA,KATAR,ST,MANISHA BHAGORA,M,ST (Woman),katar,UDAIPUR,KHERWARA
5710,JALORE,JASW ANTPURA,MUDTRASILI,General (Woman),MANISHA DEVI,F,OBC (Woman),mudtrasili,JALORE,JASWANTPURA
6302,JHUNJHUNU,NAWALGARH,DEVIPURA,SC (Woman),MANISHA DEVI,F,SC (Woman),devipura,JHUNJHUNU,NAWALGARH
9175,TONK,NIW AI,DATTAWAS,ST (Woman),MANISHA DEVI MEENA,F,ST (Woman),dattawas,TONK,NIWAI
9284,TONK,TONK,SORAN,OBC (Woman),MANISHA GURJAR,F,OBC,soran,TONK,TONK
5736,JALORE,RANIW ARA,JHAKHEDI,General (Woman),MANISHA KANWAR,F,General (Woman),jhakhedi,JALORE,RANIWARA
7712,P ALI,BALI,FALNA GAON,General (Woman),MANISHA KANWAR,F,General (Woman),falna gaon,PALI,BALI
8045,PRA T APGARH,ARNOD,UTHEL,ST (Woman),MANISHA MEENA,F,ST (Woman),uthel,PRATAPGARH,ARNOD
4957,JAIPUR,CHAKSU,BADLI,SC (Woman),MANISHA TANWAR,F,SC (Woman),badli,JAIPUR,CHAKSU
5341,JAIPUR,VIRA TNAGAR,CHHAPADA KHURD,SC (Woman),MANISHA VERMA,F,SC,chhapada khurd,JAIPUR,VIRATNAGAR
4994,JAIPUR,DUDU,ASALPUR,SC (Woman),MANISHA VERMA,F,SC (Woman),asalpur,JAIPUR,DUDU
9711,UDAIPUR,SARADA,SEPUR,ST (Woman),MANITA,F,ST (Woman),sepur,UDAIPUR,SARADA
4721,ANUMANGAR,H NOHAR,ARARKI,SC (Woman),MANITA RAJ,F,SC (Woman),ararki,HANUMANGARH,NOHAR
7774,P ALI,JAIT ARAN,GHORAWAR,General (Woman),MANJ RAWAL,F,OBC (Woman),ghorawar,PALI,JAITARAN
4770,ANUMANGAR,H PILIBANGA,BADOPAL,General (Woman),MANJEET,F,OBC (Woman),badopal,HANUMANGARH,PILIBANGA
496,ALWAR,MUNDAWAR,CHANDPUR,SC,MANJEET,M,SC,chandpur,ALWAR,MANDAWAR
4887,ANUMANGAR,H TIBBI,TALWARA JHEEL,General (Woman),MANJEET KAUR,F,OBC (Woman),talwara jheel,HANUMANGARH,TIBI
3033,BUNDI,T ALERA,ALPHA NAGAR,General (Woman),MANJEET KOUR,F,General (Woman),alpha nagar,BUNDI,TALERA
4109,DUNGARPUR,SAGW ARA,BHASOR,ST,MANJI DEVJI PARMAR,M,ST,bhasor,DUNGARPUR,SAGWARA
8138,PRA T APGARH,PIP ALKHUNT,MORVANIYA,ST,MANJI NINAMA,M,ST,morvaniya,PRATAPGARH,PEEPALKHOONT
9534,UDAIPUR,KOTDA,BADALI,ST,MANJI RAM,M,ST,badali,UDAIPUR,KOTRA
